Step Type,Target Page,Step Number,Step Title,Option
Incubation,WsRepo : APPENDIX E - FX SAMPLE ANALYSIS CONFIRMATORY ASSAY,7,7,Interval Duration
Instructional Step,WsRepo : Screening and Titer Worksheet for Validation of an Electrochemiluminescence Assay for the Detection of Anti-CB4332 Antibodies in Human Plasma,1,1,
Instructional Step,WsRepo : Screening and Titer Worksheet for Validation of an Electrochemiluminescence Assay for the Detection of Anti-CB4332 Antibodies in Human Plasma,2,2,
Incubation,WsRepo : Screening and Titer Worksheet for Validation of an Electrochemiluminescence Assay for the Detection of Anti-CB4332 Antibodies in Human Plasma,3,3,Interval Duration
Instructional Step,WsRepo : Screening and Titer Worksheet for Validation of an Electrochemiluminescence Assay for the Detection of Anti-CB4332 Antibodies in Human Plasma,4,4,
Incubation,WsRepo : Screening and Titer Worksheet for Validation of an Electrochemiluminescence Assay for the Detection of Anti-CB4332 Antibodies in Human Plasma,5,5,Interval Duration
Customized Step,WsRepo : Screening and Titer Worksheet for Validation of an Electrochemiluminescence Assay for the Detection of Anti-CB4332 Antibodies in Human Plasma,6,6,
WashProgram Step,WsRepo : Assay Day 2  {26390362},1,1,
Incubation,WsRepo : Assay Day 2  {26390362},2,2,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390362},3,3,
Customized Step,WsRepo : Assay Day 2  {26390362},4,4,
Incubation,WsRepo : Assay Day 2  {26390362},5,5,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390362},6,6,
Instructional Step,WsRepo : Assay Day 2  {26390362},7,7,
Incubation,WsRepo : Assay Day 2  {26390362},8,8,Interval Duration
Incubation,WsRepo : Assay Day 2  {26390362},9,9,Interval Duration
Incubation,WsRepo : Assay Day 2  {26390362},10,10,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390362},11,11,
Incubation,WsRepo : Assay Day 2  {26390362},12,12,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390362},13,13,
Incubation,WsRepo : Assay Day 2  {26390362},14,14,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390362},15,15,
Instructional Step,WsRepo : Assay Day 2  {26390362},16,16,
Instructional Step,WsRepo : Assay Day 2  {26390362},17,17,
Instructional Step,WsRepo : Assay Day 1  {26390382},1,1,
Instructional Step,WsRepo : Assay Day 1  {26390382},2,2,
Incubation,WsRepo : Assay Day 1  {26390382},3,3,Interval Duration
Instructional Step,WsRepo : Assay Day 1  {26390382},4,4,
Incubation,WsRepo : Assay Day 1  {26390382},5,5,Interval Duration
Customized Step,WsRepo : Assay Day 1  {26390382},6,6,
WashProgram Step,WsRepo : Assay Day 2  {26390382},1,1,
Incubation,WsRepo : Assay Day 2  {26390382},2,2,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390382},3,3,
Customized Step,WsRepo : Assay Day 2  {26390382},4,4,
Incubation,WsRepo : Assay Day 2  {26390382},5,5,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390382},6,6,
Instructional Step,WsRepo : Assay Day 2  {26390382},7,7,
Incubation,WsRepo : Assay Day 2  {26390382},8,8,Interval Duration
Incubation,WsRepo : Assay Day 2  {26390382},9,9,Interval Duration
Incubation,WsRepo : Assay Day 2  {26390382},10,10,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390382},11,11,
Incubation,WsRepo : Assay Day 2  {26390382},12,12,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390382},13,13,
Incubation,WsRepo : Assay Day 2  {26390382},14,14,Interval Duration
WashProgram Step,WsRepo : Assay Day 2  {26390382},15,15,
Instructional Step,WsRepo : Assay Day 2  {26390382},16,16,
Instructional Step,WsRepo : Assay Day 2  {26390382},17,17,
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,1,1,No Greater than Higher Bound
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,2,2,Interval Duration
Customized Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,cust,cust,
WashProgram Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,2,2,
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,3,3,Interval Duration
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,3,3,Interval Duration
Instructional Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,4,4,
WashProgram Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,5,5,
WashProgram Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,7,7,
WashProgram Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,9,9,
Customized Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,11,11,
Customized Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,12,12,
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,1,1,Interval Duration
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,1ps,1 Plate Shaking,Interval Duration
Interval Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,1ci,1 Coat Incubation,No Greater than Higher Bound
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,1ps,1A - Plate shaking,Interval Duration
Interval Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,1ci,1B - Coat incubation,No Greater than Higher Bound
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,3ps,3A - Plate shaking,Interval Duration
Interval Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,3bi,3B - Block incubation,Interval Duration
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,6ps,6A - Plate shaking,Interval Duration
Interval Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,6si,6B - Sample incubation,Interval Duration
Incubation,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,8ps,8A - Plate shaking,Interval Duration
Interval Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,8di,8B - Detection incubation,Interval Duration
Customized Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,10,10,
Incubation,WsRepo : BAL-19-031-873-PWS,1ps,1A - Plate shaking,Interval Duration
Interval Step,WsRepo : BAL-19-031-873-PWS,1ci,1B - Coat incubation,Interval Duration
WashProgram Step,WsRepo : BAL-19-031-873-PWS,2,2,
Incubation,WsRepo : BAL-19-031-873-PWS,3ps,3A - Plate shaking,Interval Duration
Interval Step,WsRepo : BAL-19-031-873-PWS,3bi,3B - Block incubation,Interval Duration
Instructional Step,WsRepo : BAL-19-031-873-PWS,4,4,
WashProgram Step,WsRepo : BAL-19-031-873-PWS,5,5,
Incubation,WsRepo : BAL-19-031-873-PWS,6ps,6A - Plate shaking,Interval Duration
Interval Step,WsRepo : BAL-19-031-873-PWS,6bi,6B - Block incubation,Interval Duration
WashProgram Step,WsRepo : BAL-19-031-873-PWS,7,7,
Incubation,WsRepo : BAL-19-031-873-PWS,8ps,8A - Plate shaking,Interval Duration
Interval Step,WsRepo : BAL-19-031-873-PWS,8di,8B - Detection incubation,Interval Duration
WashProgram Step,WsRepo : BAL-19-031-873-PWS,9,9,
Incubation,WsRepo : BAL-19-031-873-PWS,10,10,Interval Duration
Customized Step,WsRepo : BAL-19-031-873-PWS,11,11,
Incubation,WsRepo : BAL-19-031-873-PWS,10,10,
Customized Step,WsRepo : BAL-19-031-873-PWS,10,10,
Incubation,WsRepo : BAL-19-031-873-PWS,10,10,Interval Duration
Customized Step,WsRepo : BAL-19-031-873-PWS,11,11,
Customized Step,WsRepo : BAL-19-031-873-PWS,12,12,
Instructional Step,WsRepo : Day 1  {28610016},1,1,
Instructional Step,WsRepo : Day 1  {28610016},2,2,
Instructional Step,WsRepo : Day 1  {28610016},3,3,
Instructional Step,WsRepo : Day 1  {28610016},4,4,
Interval Step,WsRepo : Day 1  {28610016},5,5,Interval Duration
Instructional Step,WsRepo : Day 1  {28610016},6,6,
Instructional Step,WsRepo : Day 2  {28610016},1,1,
Instructional Step,WsRepo : Day 2  {28610016},2,2,
Instructional Step,WsRepo : Day 2  {28610016},4,4,
Instructional Step,WsRepo : Day 2  {28610016},5,5,
Instructional Step,WsRepo : Day 2  {28610016},6,6,
Instructional Step,WsRepo : Day 2  {28610016},7,7,
Instructional Step,WsRepo : Day 2  {28610016},8,8,
Instructional Step,WsRepo : Day 2  {28610016},10,10,
Instructional Step,WsRepo : Day 2  {28610016},11,11,
Instructional Step,WsRepo : Day 2  {28610016},12,12,
Customized Step,WsRepo : Day 1  {28610016},7,7,
N/A Step,WsRepo : Day 1  {28610016},8,8,
,,,,
Customized Step,WsRepo : Day 2  {28610016},3,3,
Instructional Step,WsRepo : Day 2  {28610016},NA,NA,
Interval Step,WsRepo : Day 2  {28610016},9p1,9 Plate 1,Interval Duration
N/A Step,,9na,9 Not Applicable,
,,,,
N/A Step,WsRepo : Day 2  {28610016},9,9,
,,,,
N/A Step,WsRepo : Day 2  {28610016},9p1,9 Plate 1,
,,,,
Interval Step,WsRepo : Day 2  {28610016},9pd,9 Plate 2,Interval Duration
Interval Step,WsRepo : Day 2  {28610016},9p3,9 Plate 3,Interval Duration
Interval Step,WsRepo : Day 2  {28610016},9p4,9 Plate 4,Interval Duration
Incubation,~vDelToroC : MSD Chemokine Panel 1: Sample Analysis,1,1,Interval Duration
WashProgram Step,~vDelToroC : MSD Chemokine Panel 1: Sample Analysis,2,2,
Incubation,~vDelToroC : MSD Chemokine Panel 1: Sample Analysis,3,3,Interval Duration
WashProgram Step,~vDelToroC : MSD Chemokine Panel 1: Sample Analysis,4,4,
Instructional Step,~vDelToroC : MSD Chemokine Panel 1: Sample Analysis,5,5,
Instructional Step,~vDelToroC : 1 - MRD Sample and Control,1,1,
Customized Step,~vDelToroC : 1 - MRD Sample and Control,2,2,
Customized Step,~vDelToroC : 2 - Assay Protocol,ar,Assay Result,
Incubation,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,1,1,Interval Duration
Incubation,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,2,2,Interval Duration
Customized Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,3,3,
Customized Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,3,3,
Customized Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,4,4,
WashProgram Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,3,3,
Customized Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,4,4,
Incubation,~vDelToroC : 2 - Reconstitution of Calibrators,1,1,Interval Duration
Instructional Step,~vDelToroC : 3 - MRD Samples and Controls,1,1,
Incubation,~vDelToroC : 5 - Assay Procedure,1,1,Interval Duration
WashProgram Step,~vDelToroC : 5 - Assay Procedure,2,2,
Instructional Step,~vDelToroC : 5 - Assay Procedure,3,3,
Incubation,~vDelToroC : 5 - Assay Procedure,4,4,Interval Duration
WashProgram Step,~vDelToroC : 5 - Assay Procedure,5,5,
Incubation,~vDelToroC : 5 - Assay Procedure,6,6,Interval Duration
WashProgram Step,~vDelToroC : 5 - Assay Procedure,7,7,
Instructional Step,~vDelToroC : 5 - Assay Procedure,8,8,
Customized Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,3,3,
Customized Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,3,3,
Customized Step,~vDelToroC : Cinthia's Worksheet Stepifier,1,1,
Customized Step,~vDelToroC : 1 - Preparation of U-Plex Linker-Coupled Antibody Solution,3,3,
Customized Step,~vDelToroC : 2 - Reconstitution of Calibrators,2,2,
Customized Step,~vDelToroC : 3 - MRD Samples and Controls,2,2,
Customized Step,~vDelToroC : 3 - MRD Samples and Controls,2,2,
Customized Step,~vDelToroC : 4 - Preparation of 1X Detection Antibody Solution (Note: Prepare immediately prior to use),1,1,
Customized Step,~vDelToroC : 5 - Assay Procedure,AssayResult,Assay Result,
Instructional Step,~vDelToroC : 1-MRD Samples and Controls,1,1,
Customized Step,~vDelToroC : 1-MRD Samples and Controls,2,2,
Incubation,~vDelToroC : 2-Assay Protocol,1,1,Interval Duration
WashProgram Step,~vDelToroC : 2-Assay Protocol,2,2,
Incubation,~vDelToroC : 2-Assay Protocol,3,3,Interval Duration
WashProgram Step,~vDelToroC : 2-Assay Protocol,4,4,
Instructional Step,~vDelToroC : 2-Assay Protocol,5,5,
Customized Step,~vDelToroC : 2-Assay Protocol,AssayResult,Assay Result,
Instructional Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),1,1,
Interval Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),2,2,Interval Duration
Interval Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),3,3,No Less than Lower Bound
Interval Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),3,3,No Less than Lower Bound
Instructional Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),4,4,
Instructional Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),5,5,
Interval Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),6,6,Interval Duration
Instructional Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),7,7,
Instructional Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),8,8,
Customized Step,~vDelToroC : 1-MRD Samples and Controls,2,2,
Customized Step,~vDelToroC : 2-Assay Protocol,AssayResult,Assay Result,
Customized Step,~vDelToroC : 2-Assay Protocol,AssayResult,Assay Result,
Customized Step,~vDelToroC : 1 - MRD Sample and Control,2,2,
Customized Step,~vDelToroC : 1 - MRD Sample and Control,2,2,
Customized Step,~vDelToroC : 2 - Assay Protocol,AssayResult,Assay Result (choose one),
Customized Step,~vDelToroC : 2 - Reconstitution of Calibrators,2,2,
Customized Step,~vDelToroC : 3 - MRD Samples and Controls,2,2,
Customized Step,~vDelToroC : 4 - Preparation of 1X Detection Antibody Solution (Note: Prepare immediately prior to use),1,1,
Customized Step,~vDelToroC : 5 - Assay Procedure,AssayResult,Assay Result,
Instructional Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,1,1,
Interval Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,2,2,Interval Duration
Interval Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,3A,3A,No Less than Lower Bound
Customized Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,3B,3B,
Instructional Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,4,4,
Instructional Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,5,5,
Interval Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,6,6,Interval Duration
Instructional Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,7,7,
Instructional Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,8,8,
Instructional Step,~vDelToroC : BAL-15-176-031.06-PLN,1,1,
Incubation,~vDelToroC : BAL-15-176-031.06-PLN,2,2,Interval Duration
Instructional Step,~vDelToroC : BAL-15-176-031.06-PLN,4,4,
Instructional Step,~vDelToroC : BAL-15-176-031.06-PLN,5,5,
Incubation,~vDelToroC : BAL-15-176-031.06-PLN,6,6,Interval Duration
Instructional Step,~vDelToroC : BAL-15-176-031.06-PLN,7,7,
Instructional Step,~vDelToroC : BAL-15-176-031.06-PLN,8,8,
Customized Step,~vDelToroC : 1-MRD Samples and Controls,2,2,
Interval Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),3ii,3 - Incubation interval,No Less than Lower Bound
Customized Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),3it,3 - Incubation temperature,
Customized Step,WsRepo : Assay Worksheet for Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc),3it,3 - Incubation temperature,
Interval Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,3ii,3-Incubation interval,No Less than Lower Bound
Customized Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,3it,3-Incubation temperature,
Interval Step,WsRepo : Worksheet for Detection of Neutralized Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a Glycogen Substrate-based Enzymatic Assay,3ii,3-Incubation interval,No Less than Lower Bound
Customized Step,WsRepo : Worksheet for Detection of Neutralized Antibodies to Recombinant Human Acid Alpha Glucosidase (rhGAA) in Human Plasma Samples Using a Glycogen Substrate-based Enzymatic Assay,3it,3-Incubation temperature,
Incubation,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,1,1,Interval Duration
Instructional Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,2,2,
WashProgram Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,3,3,
Incubation,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,4,4,Interval Duration
Customized Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,5,5,
Instructional Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,6,6,
Instructional Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,7,7,
Instructional Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,8,8,
Instructional Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,9,9,
Instructional Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,10,10,
Incubation,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,11ii,11-Incubation interval,Interval Duration
Customized Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,11rpm,11-RPM,
WashProgram Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,12,12,
Incubation,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,13,13,Interval Duration
Customized Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,14,14,
Customized Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,14,14,
WashProgram Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,15,15,
Customized Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,16,16,
Customized Step,WsRepo : Worksheet for Competitive Ligand Binding Assay to Detect Neutralizing Antibodies to FMC63 scFv (CAR) in Human Serum,17,17,
Incubation,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,1,1,Interval Duration
Instructional Step,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,2,2,
Incubation,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,3,3,Interval Duration
Instructional Step,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,4,4,
Instructional Step,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,5,5,
Incubation,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,6,6,Interval Duration
Instructional Step,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,7,7,
Incubation,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,8,8,Interval Duration
Instructional Step,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,9,9,
Instructional Step,WsRepo : Worksheet for Quantification of AGEN1884 in Human Serum Samples,10,10,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-001*,1v,1 - # of vials,
Incubation,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-001*,1ii,1 - Incubation interval,Interval Duration
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-001*,1ii,1 - Incubation interval,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-001*,2,2,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-001*,3,3,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-001*,4,4,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-002,1nv,1 - # of vials,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-002,2,2,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-002,1ii,1 - Incubation interval,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-002,2,2,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-002,3,3,
Customized Step,~vDelToroC : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-002,4,4,
Instructional Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,1,1,
Instructional Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,2,2,
Instructional Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,3,3,
Instructional Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,4,4,
Instructional Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,5,5,
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,7,7,
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,7,7,
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,7,7,
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,6,6,
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,8,8,
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,10,10,
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,10,10,
Instructional Step,~vDelToroC : Second day,1,1,
Instructional Step,,2,2,
Instructional Step,~vDelToroC : Second day,2,2,
Instructional Step,~vDelToroC : Second day,3,3,
Instructional Step,~vDelToroC : Second day,4,4,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,1,1,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,2,2,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,3,3,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,4,4,
Customized Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,5,5,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,6,6,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,7,7,
